grammar_ref,syntactic_category,rule word,synonym
7,N,actors,actor
7,N,actors,doer
7,N,actors,worker
6,JJ,music,euphony
6,JJ,music,medicine
3,V,give,spring
3,V,give,springiness
3,V,give,yield
3,V,give,afford
3,V,give,pay
3,V,give,hold
3,V,give,throw
3,V,give,have
3,V,give,make
3,V,give,throw
3,V,give,gift
3,V,give,present
3,V,give,yield
3,V,give,pay
3,V,give,devote
3,V,give,render
3,V,give,yield
3,V,give,return
3,V,give,generate
3,V,give,impart
3,V,give,leave
3,V,give,pass_on
3,V,give,establish
3,V,give,sacrifice
3,V,give,pass
3,V,give,hand
3,V,give,reach
3,V,give,pass_on
3,V,give,turn_over
3,V,give,dedicate
3,V,give,consecrate
3,V,give,commit
3,V,give,devote
3,V,give,apply
3,V,give,render
3,V,give,grant
3,V,give,move_over
3,V,give,give_way
3,V,give,ease_up
3,V,give,yield
3,V,give,feed
3,V,give,contribute
3,V,give,chip_in
3,V,give,kick_in
3,V,give,collapse
3,V,give,fall_in
3,V,give,cave_in
3,V,give,give_way
3,V,give,break
3,V,give,founder
3,V,give,afford
3,V,give,open
3,V,give,yield
6,JJ,horror,repugnance
6,JJ,horror,repulsion
6,JJ,horror,revulsion
10,N,films,movie
10,N,films,film
10,N,films,picture
10,N,films,moving_picture
10,N,films,moving-picture_show
10,N,films,motion_picture
10,N,films,motion-picture_show
10,N,films,picture_show
10,N,films,pic
10,N,films,flick
10,N,films,film
10,N,films,cinema
10,N,films,celluloid
10,N,films,film
10,N,films,photographic_film
10,N,films,film
10,N,films,film
10,N,films,plastic_film
10,N,films,film
10,N,films,shoot
10,N,films,take
10,N,films,film
5,V,graded,rate
5,V,graded,rank
5,V,graded,range
5,V,graded,order
5,V,graded,grade
5,V,graded,place
5,V,graded,grade
5,V,graded,grade
5,V,graded,score
5,V,graded,mark
5,V,graded,grade
5,V,graded,ranked
5,V,graded,stratified
6,N,films,movie
6,N,films,film
6,N,films,picture
6,N,films,moving_picture
6,N,films,moving-picture_show
6,N,films,motion_picture
6,N,films,motion-picture_show
6,N,films,picture_show
6,N,films,pic
6,N,films,flick
6,N,films,film
6,N,films,cinema
6,N,films,celluloid
6,N,films,film
6,N,films,photographic_film
6,N,films,film
6,N,films,film
6,N,films,plastic_film
6,N,films,film
6,N,films,shoot
6,N,films,take
6,N,films,film
12,N,travel,traveling
12,N,travel,travelling
12,N,travel,change_of_location
12,N,travel,locomotion
12,N,travel,go
12,N,travel,move
12,N,travel,locomote
12,N,travel,journey
12,N,travel,trip
12,N,travel,jaunt
12,N,travel,journey
12,N,travel,move_around
1,N,movies,movie
1,N,movies,film
1,N,movies,picture
1,N,movies,moving_picture
1,N,movies,moving-picture_show
1,N,movies,motion_picture
1,N,movies,motion-picture_show
1,N,movies,picture_show
1,N,movies,pic
1,N,movies,flick
6,JJ,kids,child
6,JJ,kids,kid
6,JJ,kids,youngster
6,JJ,kids,minor
6,JJ,kids,shaver
6,JJ,kids,nipper
6,JJ,kids,small_fry
6,JJ,kids,tiddler
6,JJ,kids,tike
6,JJ,kids,tyke
6,JJ,kids,fry
6,JJ,kids,nestling
6,JJ,kids,kid
6,JJ,kids,kidskin
6,JJ,kids,kyd
6,JJ,kids,kid
6,JJ,kids,thomas_kyd
6,JJ,kids,thomas_kid
6,JJ,kids,child
6,JJ,kids,kid
6,JJ,kids,kid
6,JJ,kids,pull_the_leg_of
6,JJ,kids,kid
6,JJ,kids,kid
6,JJ,kids,chaff
6,JJ,kids,jolly
6,JJ,kids,josh
6,JJ,kids,banter
9,V,list,listing
9,V,list,tilt
9,V,list,inclination
9,V,list,lean
9,V,list,leaning
9,V,list,name
9,V,list,lean
9,V,list,heel
9,V,list,number
6,JJ,classics,classic
6,JJ,classics,classic
11,N,animation,life
11,N,animation,living
11,N,animation,aliveness
11,N,animation,vitality
11,N,animation,spiritedness
11,N,animation,invigoration
11,N,animation,brio
11,N,animation,vivification
11,N,animation,vivification
11,N,animation,invigoration
11,N,animation,liveliness
12,N,music,euphony
12,N,music,medicine
12,V,tell,tell
12,V,tell,william_tell
12,V,tell,state
12,V,tell,say
12,V,tell,narrate
12,V,tell,recount
12,V,tell,recite
12,V,tell,order
12,V,tell,enjoin
12,V,tell,say
12,V,tell,assure
12,V,tell,evidence
12,V,tell,distinguish
12,V,tell,separate
12,V,tell,differentiate
12,V,tell,secern
12,V,tell,secernate
12,V,tell,severalize
12,V,tell,severalise
12,V,tell,tell_apart
11,N,action,activity
11,N,action,activeness
11,N,action,military_action
11,N,action,natural_process
11,N,action,natural_action
11,N,action,activity
11,N,action,action_mechanism
11,N,action,legal_action
11,N,action,action_at_law
11,N,action,sue
11,N,action,litigate
11,N,action,process
11,N,action,carry_through
11,N,action,accomplish
11,N,action,execute
11,N,action,carry_out
11,N,action,fulfill
11,N,action,fulfil
12,N,animation,life
12,N,animation,living
12,N,animation,aliveness
12,N,animation,vitality
12,N,animation,spiritedness
12,N,animation,invigoration
12,N,animation,brio
12,N,animation,vivification
12,N,animation,vivification
12,N,animation,invigoration
12,N,animation,liveliness
10,V,display,show
10,V,display,exhibit
10,V,display,showing
10,V,display,presentation
10,V,display,video_display
10,V,display,expose
10,V,display,exhibit
12,N,kids,child
12,N,kids,kid
12,N,kids,youngster
12,N,kids,minor
12,N,kids,shaver
12,N,kids,nipper
12,N,kids,small_fry
12,N,kids,tiddler
12,N,kids,tike
12,N,kids,tyke
12,N,kids,fry
12,N,kids,nestling
12,N,kids,kid
12,N,kids,kidskin
12,N,kids,kyd
12,N,kids,kid
12,N,kids,thomas_kyd
12,N,kids,thomas_kid
12,N,kids,child
12,N,kids,kid
12,N,kids,kid
12,N,kids,pull_the_leg_of
12,N,kids,kid
12,N,kids,kid
12,N,kids,chaff
12,N,kids,jolly
12,N,kids,josh
12,N,kids,banter
6,N,flick,movie
6,N,flick,film
6,N,flick,picture
6,N,flick,moving_picture
6,N,flick,moving-picture_show
6,N,flick,motion_picture
6,N,flick,motion-picture_show
6,N,flick,picture_show
6,N,flick,pic
6,N,flick,flicker
6,N,flick,flip
6,N,flick,thumb
6,N,flick,riffle
6,N,flick,leaf
6,N,flick,riff
6,N,flick,flip
6,N,flick,jerk
6,N,flick,flicker
6,N,flick,ruffle
6,N,flick,riffle
6,N,flick,snap
6,N,flick,click
5,V,classed,classify
5,V,classed,class
5,V,classed,sort
5,V,classed,assort
5,V,classed,sort_out
5,V,classed,separate
6,N,movie,film
6,N,movie,picture
6,N,movie,moving_picture
6,N,movie,moving-picture_show
6,N,movie,motion_picture
6,N,movie,motion-picture_show
6,N,movie,picture_show
6,N,movie,pic
6,N,movie,flick
9,N,movies,movie
9,N,movies,film
9,N,movies,picture
9,N,movies,moving_picture
9,N,movies,moving-picture_show
9,N,movies,motion_picture
9,N,movies,motion-picture_show
9,N,movies,picture_show
9,N,movies,pic
9,N,movies,flick
8,V,rated,rate
8,V,rated,rank
8,V,rated,range
8,V,rated,order
8,V,rated,grade
8,V,rated,place
8,V,rated,rate
8,V,rated,rate
8,V,rated,value
8,V,rated,rat
8,V,rated,rat
8,V,rated,fink
8,V,rated,scab
8,V,rated,rat
8,V,rated,blackleg
8,V,rated,rat
8,V,rated,rat
8,V,rated,denounce
8,V,rated,tell_on
8,V,rated,betray
8,V,rated,give_away
8,V,rated,rat
8,V,rated,grass
8,V,rated,shit
8,V,rated,shop
8,V,rated,snitch
8,V,rated,stag
11,N,children,child
11,N,children,kid
11,N,children,youngster
11,N,children,minor
11,N,children,shaver
11,N,children,nipper
11,N,children,small_fry
11,N,children,tiddler
11,N,children,tike
11,N,children,tyke
11,N,children,fry
11,N,children,nestling
11,N,children,child
11,N,children,kid
11,N,children,child
11,N,children,baby
11,N,children,child
6,JJ,new,fresh
6,JJ,new,novel
6,JJ,new,raw
6,JJ,new,unexampled
6,JJ,new,newfangled
6,JJ,new,new
6,JJ,new,modern
6,JJ,new,new
6,JJ,new,young
6,JJ,new,newly
6,JJ,new,freshly
6,JJ,new,fresh
12,N,classics,classic
12,N,classics,classic
7,V,give,spring
7,V,give,springiness
7,V,give,yield
7,V,give,afford
7,V,give,pay
7,V,give,hold
7,V,give,throw
7,V,give,have
7,V,give,make
7,V,give,throw
7,V,give,gift
7,V,give,present
7,V,give,yield
7,V,give,pay
7,V,give,devote
7,V,give,render
7,V,give,yield
7,V,give,return
7,V,give,generate
7,V,give,impart
7,V,give,leave
7,V,give,pass_on
7,V,give,establish
7,V,give,sacrifice
7,V,give,pass
7,V,give,hand
7,V,give,reach
7,V,give,pass_on
7,V,give,turn_over
7,V,give,dedicate
7,V,give,consecrate
7,V,give,commit
7,V,give,devote
7,V,give,apply
7,V,give,render
7,V,give,grant
7,V,give,move_over
7,V,give,give_way
7,V,give,ease_up
7,V,give,yield
7,V,give,feed
7,V,give,contribute
7,V,give,chip_in
7,V,give,kick_in
7,V,give,collapse
7,V,give,fall_in
7,V,give,cave_in
7,V,give,give_way
7,V,give,break
7,V,give,founder
7,V,give,afford
7,V,give,open
7,V,give,yield
6,JJ,games,game
6,JJ,games,game
6,JJ,games,game
6,JJ,games,game
6,JJ,games,game
6,JJ,games,game
6,JJ,games,game
6,JJ,games,plot
6,JJ,games,secret_plan
6,JJ,games,game
6,JJ,games,game
6,JJ,games,game
6,JJ,games,biz
6,JJ,games,game
6,JJ,games,bet_on
6,JJ,games,back
6,JJ,games,gage
6,JJ,games,stake
6,JJ,games,game
6,JJ,games,punt
10,V,list,listing
10,V,list,tilt
10,V,list,inclination
10,V,list,lean
10,V,list,leaning
10,V,list,name
10,V,list,lean
10,V,list,heel
10,V,list,number
6,V,give,spring
6,V,give,springiness
6,V,give,yield
6,V,give,afford
6,V,give,pay
6,V,give,hold
6,V,give,throw
6,V,give,have
6,V,give,make
6,V,give,throw
6,V,give,gift
6,V,give,present
6,V,give,yield
6,V,give,pay
6,V,give,devote
6,V,give,render
6,V,give,yield
6,V,give,return
6,V,give,generate
6,V,give,impart
6,V,give,leave
6,V,give,pass_on
6,V,give,establish
6,V,give,sacrifice
6,V,give,pass
6,V,give,hand
6,V,give,reach
6,V,give,pass_on
6,V,give,turn_over
6,V,give,dedicate
6,V,give,consecrate
6,V,give,commit
6,V,give,devote
6,V,give,apply
6,V,give,render
6,V,give,grant
6,V,give,move_over
6,V,give,give_way
6,V,give,ease_up
6,V,give,yield
6,V,give,feed
6,V,give,contribute
6,V,give,chip_in
6,V,give,kick_in
6,V,give,collapse
6,V,give,fall_in
6,V,give,cave_in
6,V,give,give_way
6,V,give,break
6,V,give,founder
6,V,give,afford
6,V,give,open
6,V,give,yield
6,V,tell,tell
6,V,tell,william_tell
6,V,tell,state
6,V,tell,say
6,V,tell,narrate
6,V,tell,recount
6,V,tell,recite
6,V,tell,order
6,V,tell,enjoin
6,V,tell,say
6,V,tell,assure
6,V,tell,evidence
6,V,tell,distinguish
6,V,tell,separate
6,V,tell,differentiate
6,V,tell,secern
6,V,tell,secernate
6,V,tell,severalize
6,V,tell,severalise
6,V,tell,tell_apart
11,V,list,listing
11,V,list,tilt
11,V,list,inclination
11,V,list,lean
11,V,list,leaning
11,V,list,name
11,V,list,lean
11,V,list,heel
11,V,list,number
5,N,flicks,flick
5,N,flicks,flick
5,N,flicks,movie
5,N,flicks,film
5,N,flicks,picture
5,N,flicks,moving_picture
5,N,flicks,moving-picture_show
5,N,flicks,motion_picture
5,N,flicks,motion-picture_show
5,N,flicks,picture_show
5,N,flicks,pic
5,N,flicks,flick
5,N,flicks,flicker
5,N,flicks,flick
5,N,flicks,flick
5,N,flicks,flip
5,N,flicks,thumb
5,N,flicks,riffle
5,N,flicks,leaf
5,N,flicks,riff
5,N,flicks,flip
5,N,flicks,flick
5,N,flicks,jerk
5,N,flicks,flick
5,N,flicks,flicker
5,N,flicks,flick
5,N,flicks,flick
5,N,flicks,ruffle
5,N,flicks,riffle
5,N,flicks,snap
5,N,flicks,click
5,N,flicks,flick
5,N,flicks,flick
5,N,flicks,flick
4,N,films,movie
4,N,films,film
4,N,films,picture
4,N,films,moving_picture
4,N,films,moving-picture_show
4,N,films,motion_picture
4,N,films,motion-picture_show
4,N,films,picture_show
4,N,films,pic
4,N,films,flick
4,N,films,film
4,N,films,cinema
4,N,films,celluloid
4,N,films,film
4,N,films,photographic_film
4,N,films,film
4,N,films,film
4,N,films,plastic_film
4,N,films,film
4,N,films,shoot
4,N,films,take
4,N,films,film
11,N,international,international
11,N,international,external
11,N,international,outside
7,V,show,display
7,V,show,appearance
7,V,show,demo
7,V,show,exhibit
7,V,show,present
7,V,show,demonstrate
7,V,show,prove
7,V,show,demonstrate
7,V,show,establish
7,V,show,shew
7,V,show,testify
7,V,show,bear_witness
7,V,show,prove
7,V,show,evidence
7,V,show,picture
7,V,show,depict
7,V,show,render
7,V,show,express
7,V,show,evince
7,V,show,indicate
7,V,show,point
7,V,show,designate
7,V,show,show_up
7,V,show,read
7,V,show,register
7,V,show,record
7,V,show,usher
9,N,films,movie
9,N,films,film
9,N,films,picture
9,N,films,moving_picture
9,N,films,moving-picture_show
9,N,films,motion_picture
9,N,films,motion-picture_show
9,N,films,picture_show
9,N,films,pic
9,N,films,flick
9,N,films,film
9,N,films,cinema
9,N,films,celluloid
9,N,films,film
9,N,films,photographic_film
9,N,films,film
9,N,films,film
9,N,films,plastic_film
9,N,films,film
9,N,films,shoot
9,N,films,take
9,N,films,film
2,V,render,supply
2,V,render,provide
2,V,render,furnish
2,V,render,interpret
2,V,render,yield
2,V,render,return
2,V,render,give
2,V,render,generate
2,V,render,deliver
2,V,render,return
2,V,render,submit
2,V,render,return
2,V,render,hand_over
2,V,render,fork_over
2,V,render,fork_out
2,V,render,fork_up
2,V,render,turn_in
2,V,render,deliver
2,V,render,picture
2,V,render,depict
2,V,render,show
2,V,render,give
2,V,render,translate
2,V,render,interpret
2,V,render,try
8,N,films,movie
8,N,films,film
8,N,films,picture
8,N,films,moving_picture
8,N,films,moving-picture_show
8,N,films,motion_picture
8,N,films,motion-picture_show
8,N,films,picture_show
8,N,films,pic
8,N,films,flick
8,N,films,film
8,N,films,cinema
8,N,films,celluloid
8,N,films,film
8,N,films,photographic_film
8,N,films,film
8,N,films,film
8,N,films,plastic_film
8,N,films,film
8,N,films,shoot
8,N,films,take
8,N,films,film
11,N,travel,traveling
11,N,travel,travelling
11,N,travel,change_of_location
11,N,travel,locomotion
11,N,travel,go
11,N,travel,move
11,N,travel,locomote
11,N,travel,journey
11,N,travel,trip
11,N,travel,jaunt
11,N,travel,journey
11,N,travel,move_around
10,N,flicks,flick
10,N,flicks,flick
10,N,flicks,movie
10,N,flicks,film
10,N,flicks,picture
10,N,flicks,moving_picture
10,N,flicks,moving-picture_show
10,N,flicks,motion_picture
10,N,flicks,motion-picture_show
10,N,flicks,picture_show
10,N,flicks,pic
10,N,flicks,flick
10,N,flicks,flicker
10,N,flicks,flick
10,N,flicks,flick
10,N,flicks,flip
10,N,flicks,thumb
10,N,flicks,riffle
10,N,flicks,leaf
10,N,flicks,riff
10,N,flicks,flip
10,N,flicks,flick
10,N,flicks,jerk
10,N,flicks,flick
10,N,flicks,flicker
10,N,flicks,flick
10,N,flicks,flick
10,N,flicks,ruffle
10,N,flicks,riffle
10,N,flicks,snap
10,N,flicks,click
10,N,flicks,flick
10,N,flicks,flick
10,N,flicks,flick
11,N,comedy,drollery
11,N,comedy,clowning
11,N,comedy,funniness
2,V,write,compose
2,V,write,pen
2,V,write,indite
2,V,write,publish
2,V,write,drop_a_line
2,V,write,compose
2,V,write,save
2,V,write,spell
12,V,suggest,propose
12,V,suggest,advise
12,V,suggest,hint
12,V,suggest,intimate
12,V,suggest,indicate
12,V,suggest,evoke
12,V,suggest,paint_a_picture
3,N,list,listing
3,N,list,tilt
3,N,list,inclination
3,N,list,lean
3,N,list,leaning
3,N,list,name
3,N,list,lean
3,N,list,heel
3,N,list,number
1,N,list,listing
1,N,list,tilt
1,N,list,inclination
1,N,list,lean
1,N,list,leaning
1,N,list,name
1,N,list,lean
1,N,list,heel
1,N,list,number
6,JJ,foreign,strange
6,JJ,foreign,alien
6,JJ,foreign,extraneous
11,N,classic,authoritative
11,N,classic,classical
11,N,classic,definitive
11,N,classic,classical
11,N,classic,classical
11,N,classic,greco-roman
11,N,classic,graeco-roman
11,N,classic,hellenic
8,V,classed,classify
8,V,classed,class
8,V,classed,sort
8,V,classed,assort
8,V,classed,sort_out
8,V,classed,separate
12,N,documentary,docudrama
12,N,documentary,documentary_film
12,N,documentary,infotainment
12,N,documentary,documental
12,N,documentary,objective
11,N,classics,classic
11,N,classics,classic
12,N,movie,film
12,N,movie,picture
12,N,movie,moving_picture
12,N,movie,moving-picture_show
12,N,movie,motion_picture
12,N,movie,motion-picture_show
12,N,movie,picture_show
12,N,movie,pic
12,N,movie,flick
12,V,give,spring
12,V,give,springiness
12,V,give,yield
12,V,give,afford
12,V,give,pay
12,V,give,hold
12,V,give,throw
12,V,give,have
12,V,give,make
12,V,give,throw
12,V,give,gift
12,V,give,present
12,V,give,yield
12,V,give,pay
12,V,give,devote
12,V,give,render
12,V,give,yield
12,V,give,return
12,V,give,generate
12,V,give,impart
12,V,give,leave
12,V,give,pass_on
12,V,give,establish
12,V,give,sacrifice
12,V,give,pass
12,V,give,hand
12,V,give,reach
12,V,give,pass_on
12,V,give,turn_over
12,V,give,dedicate
12,V,give,consecrate
12,V,give,commit
12,V,give,devote
12,V,give,apply
12,V,give,render
12,V,give,grant
12,V,give,move_over
12,V,give,give_way
12,V,give,ease_up
12,V,give,yield
12,V,give,feed
12,V,give,contribute
12,V,give,chip_in
12,V,give,kick_in
12,V,give,collapse
12,V,give,fall_in
12,V,give,cave_in
12,V,give,give_way
12,V,give,break
12,V,give,founder
12,V,give,afford
12,V,give,open
12,V,give,yield
2,V,show,display
2,V,show,appearance
2,V,show,demo
2,V,show,exhibit
2,V,show,present
2,V,show,demonstrate
2,V,show,prove
2,V,show,demonstrate
2,V,show,establish
2,V,show,shew
2,V,show,testify
2,V,show,bear_witness
2,V,show,prove
2,V,show,evidence
2,V,show,picture
2,V,show,depict
2,V,show,render
2,V,show,express
2,V,show,evince
2,V,show,indicate
2,V,show,point
2,V,show,designate
2,V,show,show_up
2,V,show,read
2,V,show,register
2,V,show,record
2,V,show,usher
11,V,display,show
11,V,display,exhibit
11,V,display,showing
